0.000000	0.399710	she
0.399710	0.827145	had
0.827145	1.114797	your
1.114797	1.461366	dark
1.461366	2.070172	suit
2.070172	2.361290	in
2.361290	2.590026	gri
2.590026	2.861505	siy
2.861505	3.183814	wash
3.183814	3.333994	wa
3.333994	3.610094	ter
3.610094	3.926627	all
3.926627	4.149583	year
0.000000	0.286607	she
0.286607	0.525842	had
0.525842	0.814818	your
0.814818	1.128665	dark
1.128665	1.589369	suit
1.589369	1.816168	in
1.816168	2.027570	gri
2.027570	2.243118	siy
2.243118	2.532094	wash
2.532094	2.731061	wa
2.731061	3.055567	ter
3.055567	3.345728	all
3.345728	3.557729	year
0.000000	0.319703	don't
0.319703	0.588545	ask
0.588545	0.765199	me
0.765199	0.915060	to
0.915060	1.068100	car
1.068100	1.208425	riy
1.208425	1.377813	an
1.377813	1.515072	oi
1.515072	1.682076	liy
1.682076	2.024486	rag
2.024486	2.305135	laik
2.305135	2.699313	that
0.000000	0.444122	don't
0.444122	0.799818	ask
0.799818	0.916065	me
0.916065	1.030324	to
1.030324	1.160481	car
1.160481	1.302560	riy
1.302560	1.401917	an
1.401917	1.566848	oi
1.566848	1.756619	liy
1.756619	2.149076	rag
2.149076	2.408396	laik
2.408396	2.857479	that
0.000000	0.341944	this
0.341944	0.524363	was
0.524363	0.672071	ea
0.672071	0.833812	siy
0.833812	1.104856	for
1.104856	1.494813	us
0.000000	0.367200	this
0.367200	0.547446	was
0.547446	0.672361	ea
0.672361	0.812367	siy
0.812367	1.058005	for
1.058005	1.388313	us
0.000000	0.348298	wher
0.348298	0.598779	wer
0.598779	1.000099	you
1.000099	1.271606	vil
1.271606	1.459011	we
1.459011	1.668355	wer
1.668355	1.773484	a
1.773484	2.044083	way
0.000000	0.285416	wher
0.285416	0.576485	wer
0.576485	0.911826	you
0.911826	1.170867	vil
1.170867	1.292381	we
1.292381	1.465703	wer
1.465703	1.629605	a
1.630547	1.876396	way
0.000000	0.191670	the
0.191670	0.421463	mu
0.421463	0.547478	se
0.547478	0.619486	um
0.619486	0.805862	hai
0.805862	1.200851	ers
1.200851	1.279213	mu
1.279213	1.411582	si
1.411582	1.606164	ci
1.606164	1.936822	ans
1.936822	2.104136	ev
2.104136	2.359343	ry
2.359343	2.530893	ev
2.530893	2.969292	ning
0.000000	0.190731	the
0.190731	0.391270	mu
0.391270	0.561293	se
0.561293	0.657203	um
0.657203	0.882810	hai
0.882810	1.133484	ers
1.133484	1.256642	mu
1.256642	1.407046	si
1.407046	1.519305	ci
1.519305	1.717665	ans
1.717665	2.088227	ev
2.088227	2.386856	ry
2.386856	2.541620	ev
2.541620	2.707292	ning
0.000000	0.312769	berth
0.312769	0.518335	day
0.518335	0.801265	par
0.801265	1.118455	ties
1.118455	1.348335	hav
1.348335	1.618002	cup
1.618002	1.953980	keks
1.953980	2.096550	and
2.096550	2.333061	ais
2.333061	2.718771	crim
0.000000	0.281090	berth
0.281090	0.453086	day
0.453086	0.771524	par
0.771524	0.962194	ties
0.962194	1.190211	hav
1.190211	1.400538	cup
1.400538	1.685559	keks
1.685559	1.775980	and
1.776963	2.044294	ais
2.044294	2.394188	crim
0.000000	0.413813	briks
0.413813	0.576624	ar
0.576624	0.707213	an
0.707213	0.936166	al
0.936166	1.100250	ter
1.100250	1.218543	na
1.218543	1.487351	tiv
0.000000	0.409578	briks
0.409578	0.530795	ar
0.530795	0.672340	an
0.672340	0.861318	al
0.861318	1.019427	ter
1.019427	1.195606	na
1.195606	1.386833	tiv
0.000000	0.293262	pab
0.293262	0.490615	li
0.490615	0.625257	ci
0.627101	0.848431	tiy
0.848431	1.101116	and
1.101116	1.233914	no
1.233914	1.462622	to
1.462622	1.608331	ri
1.608331	1.936637	tiy
1.936637	2.139523	go
2.139523	2.523161	hand
2.523161	2.679937	in
2.679937	3.135500	hand
0.000000	0.370638	pab
0.370638	0.484840	li
0.484840	0.602156	ci
0.602156	0.805643	tiy
0.805643	1.013284	and
1.013284	1.140982	no
1.140982	1.316438	to
1.316438	1.384959	ri
1.384959	1.584294	tiy
1.584294	1.827233	go
1.827233	2.154006	hand
2.154006	2.304805	in
2.304805	2.587188	hand
0.000000	0.134728	a
0.134728	0.325272	lu
0.325272	0.473472	mi
0.473472	0.671715	num
0.671715	0.833388	sil
0.833388	1.035480	ver
1.035480	1.428116	wer
1.428116	1.603262	can
1.603262	1.830375	of
1.830375	2.034391	ten
2.034391	2.205688	be
2.205688	2.525185	flim
2.525185	2.783083	sy
0.000000	0.165238	a
0.165238	0.365467	lu
0.365467	0.480161	mi
0.480161	0.614295	num
0.614295	0.839796	sil
0.839796	1.067241	ver
1.067241	1.242199	wer
1.242199	1.541570	can
1.541570	1.707659	of
1.707659	1.875934	ten
1.875934	2.101435	be
2.101435	2.405666	flim
2.405666	2.628250	sy
0.000000	0.422860	this
0.422860	0.627932	is
0.627932	0.785312	ao
0.785312	0.871156	er
0.871156	1.066589	sin
1.066689	1.203403	gu
1.203403	1.473652	lar
1.473652	1.831333	gol
0.000000	0.254351	this
0.254351	0.458169	is
0.458169	0.619876	ae
0.619876	0.693992	er
0.693992	0.882650	sin
0.882650	0.997192	gu
0.997192	1.197641	lar
1.197641	1.613708	gol
