,0,1,2,time_duration
0,0.0,0.39971,she,0.39971
1,0.39971,0.827145,had,0.427435
2,0.827145,1.114797,your,0.287652
3,1.114797,1.461366,dark,0.3465689999999999
4,1.461366,2.070172,suit,0.608806
5,2.070172,2.36129,in,0.291118
6,2.36129,2.590026,gri,0.22873600000000005
7,2.590026,2.861505,siy,0.27147900000000025
8,2.861505,3.183814,wash,0.32230899999999973
9,3.183814,3.333994,wa,0.1501800000000002
10,3.333994,3.610094,ter,0.2761
11,3.610094,3.926627,all,0.31653299999999973
12,3.926627,4.149583,year,0.22295599999999993
13,0.0,0.286607,she,0.286607
14,0.286607,0.525842,had,0.23923500000000003
15,0.525842,0.814818,your,0.288976
16,0.814818,1.128665,dark,0.313847
17,1.128665,1.589369,suit,0.460704
18,1.589369,1.816168,in,0.22679899999999997
19,1.816168,2.02757,gri,0.21140199999999987
20,2.02757,2.243118,siy,0.21554800000000007
21,2.243118,2.532094,wash,0.2889759999999999
22,2.532094,2.731061,wa,0.19896700000000012
23,2.731061,3.055567,ter,0.32450599999999996
24,3.055567,3.345728,all,0.2901609999999999
25,3.345728,3.557729,year,0.21200100000000033
26,0.0,0.319703,don't,0.319703
27,0.319703,0.588545,ask,0.26884199999999997
28,0.588545,0.765199,me,0.17665399999999998
29,0.765199,0.91506,to,0.14986100000000002
30,0.91506,1.0681,car,0.15304000000000006
31,1.0681,1.208425,riy,0.14032500000000003
32,1.208425,1.377813,an,0.16938799999999987
33,1.377813,1.515072,oi,0.13725900000000002
34,1.515072,1.682076,liy,0.16700399999999993
35,1.682076,2.024486,rag,0.3424100000000001
36,2.024486,2.305135,laik,0.2806489999999999
37,2.305135,2.699313,that,0.39417800000000014
38,0.0,0.444122,don't,0.444122
39,0.444122,0.799818,ask,0.355696
40,0.799818,0.916065,me,0.11624699999999999
41,0.916065,1.030324,to,0.114259
42,1.030324,1.160481,car,0.13015700000000008
43,1.160481,1.30256,riy,0.14207899999999984
44,1.30256,1.401917,an,0.09935700000000014
45,1.401917,1.566848,oi,0.16493099999999994
46,1.566848,1.756619,liy,0.1897709999999999
47,1.756619,2.149076,rag,0.39245700000000006
48,2.149076,2.408396,laik,0.2593200000000002
49,2.408396,2.857479,that,0.4490829999999999
50,0.0,0.341944,this,0.341944
51,0.341944,0.524363,was,0.182419
52,0.524363,0.672071,ea,0.14770799999999995
53,0.672071,0.833812,siy,0.16174100000000002
54,0.833812,1.104856,for,0.27104400000000006
55,1.104856,1.494813,us,0.3899569999999999
56,0.0,0.3672,this,0.3672
57,0.3672,0.547446,was,0.18024599999999996
58,0.547446,0.672361,ea,0.124915
59,0.672361,0.812367,siy,0.14000599999999996
60,0.812367,1.058005,for,0.24563800000000013
61,1.058005,1.388313,us,0.3303079999999998
62,0.0,0.348298,wher,0.348298
63,0.348298,0.598779,wer,0.25048099999999995
64,0.598779,1.000099,you,0.4013200000000001
65,1.000099,1.271606,vil,0.27150699999999994
66,1.271606,1.459011,we,0.18740500000000004
67,1.459011,1.668355,wer,0.20934399999999997
68,1.668355,1.773484,a,0.10512900000000003
69,1.773484,2.044083,way,0.27059900000000003
70,0.0,0.285416,wher,0.285416
71,0.285416,0.576485,wer,0.291069
72,0.576485,0.911826,you,0.335341
73,0.911826,1.170867,vil,0.2590410000000001
74,1.170867,1.292381,we,0.1215139999999999
75,1.292381,1.465703,wer,0.17332199999999998
76,1.465703,1.629605,a,0.163902
77,1.630547,1.876396,way,0.24584899999999998
78,0.0,0.19167,the,0.19167
79,0.19167,0.421463,mu,0.22979299999999997
80,0.421463,0.547478,se,0.12601500000000004
81,0.547478,0.619486,um,0.07200799999999996
82,0.619486,0.805862,hai,0.186376
83,0.805862,1.200851,ers,0.3949889999999999
84,1.200851,1.279213,mu,0.07836200000000004
85,1.279213,1.411582,si,0.13236899999999996
86,1.411582,1.606164,ci,0.19458200000000003
87,1.606164,1.936822,ans,0.3306580000000001
88,1.936822,2.104136,ev,0.16731399999999996
89,2.104136,2.359343,ry,0.25520699999999996
90,2.359343,2.530893,ev,0.17154999999999987
91,2.530893,2.969292,ning,0.438399
92,0.0,0.190731,the,0.190731
93,0.190731,0.39127,mu,0.200539
94,0.39127,0.561293,se,0.17002300000000004
95,0.561293,0.657203,um,0.09590999999999994
96,0.657203,0.88281,hai,0.225607
97,0.88281,1.133484,ers,0.25067399999999995
98,1.133484,1.256642,mu,0.1231580000000001
99,1.256642,1.407046,si,0.15040399999999998
100,1.407046,1.519305,ci,0.11225899999999989
101,1.519305,1.717665,ans,0.1983600000000001
102,1.717665,2.088227,ev,0.37056199999999984
103,2.088227,2.386856,ry,0.29862900000000003
104,2.386856,2.54162,ev,0.15476400000000012
105,2.54162,2.707292,ning,0.16567199999999982
106,0.0,0.312769,berth,0.312769
107,0.312769,0.518335,day,0.20556599999999997
108,0.518335,0.801265,par,0.28293
109,0.801265,1.118455,ties,0.31718999999999997
110,1.118455,1.348335,hav,0.22988000000000008
111,1.348335,1.618002,cup,0.2696669999999999
112,1.618002,1.95398,keks,0.3359780000000001
113,1.95398,2.09655,and,0.14257000000000009
114,2.09655,2.333061,ais,0.2365109999999997
115,2.333061,2.718771,crim,0.38571
116,0.0,0.28109,berth,0.28109
117,0.28109,0.453086,day,0.17199599999999998
118,0.453086,0.771524,par,0.318438
119,0.771524,0.962194,ties,0.19067
120,0.962194,1.190211,hav,0.22801699999999991
121,1.190211,1.400538,cup,0.21032700000000015
122,1.400538,1.685559,keks,0.28502099999999997
123,1.685559,1.77598,and,0.09042099999999986
124,1.776963,2.044294,ais,0.26733099999999976
125,2.044294,2.394188,crim,0.34989400000000037
126,0.0,0.413813,briks,0.413813
127,0.413813,0.576624,ar,0.16281100000000004
128,0.576624,0.707213,an,0.13058899999999996
129,0.707213,0.936166,al,0.22895300000000007
130,0.936166,1.10025,ter,0.1640839999999999
131,1.10025,1.218543,na,0.11829299999999998
132,1.218543,1.487351,tiv,0.26880800000000016
133,0.0,0.409578,briks,0.409578
134,0.409578,0.530795,ar,0.12121700000000002
135,0.530795,0.67234,an,0.14154500000000003
136,0.67234,0.861318,al,0.18897799999999998
137,0.861318,1.019427,ter,0.15810900000000006
138,1.019427,1.195606,na,0.17617899999999986
139,1.195606,1.386833,tiv,0.19122700000000004
